branch,opening_rank,closing_rank,category,main_category,quota,gender,year,source_file,rank_gap,avg_rank,is_reserved,is_female,is_special_quota,branch_encoded,main_category_encoded,quota_encoded,year_normalized,log_closing_rank,log_opening_rank,branch_year,category_branch
MECH,521150,521150,FW/OP,FW,OP,OP,2021,2021_round1.pdf,0,521150.0,1,0,0,12,1,4,1,13.163795105998977,13.163795105998977,12,12
MECH,736563,772235,OBC/X/OP,OBC,X,OP,2021,2021_round1.pdf,35672,754399.0,1,0,0,12,2,6,1,13.557045481772212,13.509751408597573,12,24
CSE,478857,681018,FW/OP,FW,OP,OP,2021,2021_round1.pdf,202161,579937.5,1,0,0,5,1,4,1,13.43134548488929,13.07915938150333,5,5
CSE,321829,747212,UR/X/OP,UR,X,OP,2021,2021_round1.pdf,425383,534520.5,0,0,0,5,5,6,1,13.524105564032359,12.68177873480115,5,25
CSE,679546,760886,SC/X/OP,SC,X,OP,2021,2021_round1.pdf,81340,720216.0,1,0,0,5,3,6,1,13.542240136987779,13.42918167868756,5,15
CSE,798609,798609,OBC/X/OP,OBC,X,OP,2021,2021_round1.pdf,0,798609.0,1,0,0,5,2,6,1,13.590627995446209,13.590627995446209,5,10
CSE,401545,401545,UR/X/OP,UR,X,OP,2021,2021_round1.pdf,0,401545.0,0,0,0,5,5,6,1,12.903077376167417,12.903077376167417,5,25
AIADS,449051,449051,EWS,EWS,GENERAL,OP,2021,2021_round1.pdf,0,449051.0,1,0,0,0,0,1,1,13.014893972936187,13.014893972936187,0,0
EE,22129,33944,OBC/X/OP,OBC,X,OP,2021,2021_round2.pdf,11815,28036.5,1,0,0,7,2,6,1,10.432496846735747,10.004689433045096,7,14
EE,28744,39738,UR/X/OP,UR,X,OP,2021,2021_round2.pdf,10994,34241.0,0,0,0,7,5,6,1,10.59008835222604,10.266219118057391,7,35
EE,35058,40523,UR/X/OP,UR,X,OP,2021,2021_round2.pdf,5465,37790.5,0,0,0,7,5,6,1,10.609649670173567,10.46478763553565,7,35
EE,37448,42403,EWS,EWS,GENERAL,OP,2021,2021_round2.pdf,4955,39925.5,1,0,0,7,0,1,1,10.654997976392988,10.53073528631916,7,0
EE,36674,48975,UR/X/F,UR,X,F,2021,2021_round2.pdf,12301,42824.5,0,1,0,7,5,6,1,10.799085661185194,10.509850603011182,7,35
EE,54385,54385,OBC/X/F,OBC,X,F,2021,2021_round2.pdf,0,54385.0,1,1,0,7,2,6,1,10.903862046781907,10.903862046781907,7,14
EE,110143,110143,SC/X/F,SC,X,F,2021,2021_round2.pdf,0,110143.0,1,1,0,7,3,6,1,11.609543879571211,11.609543879571211,7,21
EE,147876,147876,OBC/H/F,OBC,H,F,2021,2021_round2.pdf,0,147876.0,1,1,1,7,2,2,1,11.90413612612583,11.90413612612583,7,14
EE,178106,199389,ST/X/OP,ST,X,OP,2021,2021_round2.pdf,21283,188747.5,1,0,0,7,4,6,1,12.203017984800946,12.090139772267312,7,28
